"","Age","Sex","Geo","Year","Population"
"7562","TOTAL","M","EL",1972,4333473
"7563","TOTAL","M","ES",1972,16792894
"7564","TOTAL","M","EU27",1972,NA
"7565","TOTAL","M","EU28",1972,NA
"7566","TOTAL","M","FI",1972,2234037
"7567","TOTAL","M","FR",1972,NA
"7568","TOTAL","M","FX",1972,25178582
"7569","TOTAL","M","GE",1972,NA
"7570","TOTAL","M","HR",1972,NA
"7571","TOTAL","M","HU",1972,5032776
"7572","TOTAL","M","IE",1972,1513300
"7573","TOTAL","M","IS",1972,104793
"7574","TOTAL","M","IT",1972,26499055
"7575","TOTAL","M","LI",1972,10859
"7576","TOTAL","M","LT",1972,1502895
"7577","TOTAL","M","LU",1972,169773
"7578","TOTAL","M","LV",1972,1093347
"7579","TOTAL","M","MC",1972,NA
"7580","TOTAL","M","MD",1972,NA
"7581","TOTAL","M","ME",1972,NA
"7582","TOTAL","M","MK",1972,NA
"7583","TOTAL","M","MT",1972,NA
"7584","TOTAL","M","NL",1972,6624210
"7585","TOTAL","M","NO",1972,1948379
"7586","TOTAL","M","PL",1972,NA
"7587","TOTAL","M","PT",1972,4077890
"7588","TOTAL","M","RO",1972,10103677
"7589","TOTAL","M","RS",1972,NA
"7590","TOTAL","M","RU",1972,NA
"7591","TOTAL","M","SE",1972,4048703
"7592","TOTAL","M","SI",1972,NA
"7593","TOTAL","M","SK",1972,2256758
"7594","TOTAL","M","SM",1972,NA
"7595","TOTAL","M","TR",1972,18610044
"7596","TOTAL","M","UA",1972,NA
"7597","TOTAL","M","UK",1972,27213366
"7598","TOTAL","M","XK",1972,NA
"7599","TOTAL","T","AD",1972,NA
"7600","TOTAL","T","AL",1972,2215361
"7601","TOTAL","T","AM",1972,NA
"7602","TOTAL","T","AT",1972,7521933
"7603","TOTAL","T","AZ",1972,NA
"7604","TOTAL","T","BA",1972,3789131
"7605","TOTAL","T","BE",1972,9695379
"7606","TOTAL","T","BG",1972,8557906
"7607","TOTAL","T","BY",1972,NA
"7608","TOTAL","T","CH",1972,6233744
"7609","TOTAL","T","CY",1972,623100
"7610","TOTAL","T","CZ",1972,9843962
"7611","TOTAL","T","DE",1972,61502503
"7612","TOTAL","T","DE_TOT",1972,78556202
"7613","TOTAL","T","DK",1972,4975653
"7614","TOTAL","T","EA18",1972,NA
"7615","TOTAL","T","EA19",1972,NA
"7616","TOTAL","T","EE",1972,1385399
"7617","TOTAL","T","EEA30",1972,NA
"7618","TOTAL","T","EEA31",1972,NA
"7619","TOTAL","T","EFTA",1972,10380728
"7620","TOTAL","T","EL",1972,8856974
"7621","TOTAL","T","ES",1972,34341903
"7622","TOTAL","T","EU27",1972,NA
"7623","TOTAL","T","EU28",1972,NA
"7624","TOTAL","T","FI",1972,4625912
"7625","TOTAL","T","FR",1972,NA
"7626","TOTAL","T","FX",1972,51485953
"7627","TOTAL","T","GE",1972,NA
"7628","TOTAL","T","HR",1972,4441399
"7629","TOTAL","T","HU",1972,10381352
"7630","TOTAL","T","IE",1972,3012900
"7631","TOTAL","T","IS",1972,207361
"7632","TOTAL","T","IT",1972,54188579
"7633","TOTAL","T","LI",1972,21850
"7634","TOTAL","T","LT",1972,3197645
"7635","TOTAL","T","LU",1972,345000
"7636","TOTAL","T","LV",1972,2386353
"7637","TOTAL","T","MC",1972,NA
"7638","TOTAL","T","MD",1972,NA
"7639","TOTAL","T","ME",1972,NA
"7640","TOTAL","T","MK",1972,1666798
"7641","TOTAL","T","MT",1972,NA
"7642","TOTAL","T","NL",1972,13269563
"7643","TOTAL","T","NO",1972,3917773
"7644","TOTAL","T","PL",1972,32909000
"7645","TOTAL","T","PT",1972,8624260
"7646","TOTAL","T","RO",1972,20561942
"7647","TOTAL","T","RS",1972,NA
"7648","TOTAL","T","RU",1972,NA
"7649","TOTAL","T","SE",1972,8115438
"7650","TOTAL","T","SI",1972,1744882
"7651","TOTAL","T","SK",1972,4575007
"7652","TOTAL","T","SM",1972,NA
"7653","TOTAL","T","TR",1972,36582215
"7654","TOTAL","T","UA",1972,NA
"7655","TOTAL","T","UK",1972,56012345
"7656","TOTAL","T","XK",1972,NA
"7657","TOTAL","F","AD",1971,NA
"7658","TOTAL","F","AL",1971,NA
"7659","TOTAL","F","AM",1971,NA
"7660","TOTAL","F","AT",1971,3953827
"7661","TOTAL","F","AZ",1971,NA
"7662","TOTAL","F","BA",1971,NA
"7663","TOTAL","F","BE",1971,4929078
"7664","TOTAL","F","BG",1971,4258313
"7665","TOTAL","F","BY",1971,NA
"7666","TOTAL","F","CH",1971,3167724
"7667","TOTAL","F","CY",1971,312900
"7668","TOTAL","F","CZ",1971,5059168
"7669","TOTAL","F","DE",1971,31929543
"7670","TOTAL","F","DE_TOT",1971,41132596
"7671","TOTAL","F","DK",1971,2490784
"7672","TOTAL","F","EA18",1971,NA
"7673","TOTAL","F","EA19",1971,NA
"7674","TOTAL","F","EE",1971,741791
"7675","TOTAL","F","EEA30",1971,NA
"7676","TOTAL","F","EEA31",1971,NA
"7677","TOTAL","F","EFTA",1971,5234331
"7678","TOTAL","F","EL",1971,4500567
"7679","TOTAL","F","ES",1971,17399311
"7680","TOTAL","F","EU27",1971,NA
"7681","TOTAL","F","EU28",1971,NA
"7682","TOTAL","F","FI",1971,2378351
"7683","TOTAL","F","FR",1971,NA
"7684","TOTAL","F","FX",1971,26086867
"7685","TOTAL","F","GE",1971,NA
"7686","TOTAL","F","HR",1971,NA
"7687","TOTAL","F","HU",1971,5334249
"7688","TOTAL","F","IE",1971,1478900
"7689","TOTAL","F","IS",1971,101268
"7690","TOTAL","F","IT",1971,27567700
"7691","TOTAL","F","LI",1971,10734
"7692","TOTAL","F","LT",1971,1676636
"7693","TOTAL","F","LU",1971,173291
"7694","TOTAL","F","LV",1971,1285366
"7695","TOTAL","F","MC",1971,NA
"7696","TOTAL","F","MD",1971,NA
"7697","TOTAL","F","ME",1971,NA
"7698","TOTAL","F","MK",1971,NA
"7699","TOTAL","F","MT",1971,NA
"7700","TOTAL","F","NL",1971,6569734
"7701","TOTAL","F","NO",1971,1954605
"7702","TOTAL","F","PL",1971,NA
"7703","TOTAL","F","PT",1971,4553892
"7704","TOTAL","F","RO",1971,10360995
"7705","TOTAL","F","RS",1971,NA
"7706","TOTAL","F","RU",1971,NA
"7707","TOTAL","F","SE",1971,4045424
"7708","TOTAL","F","SI",1971,NA
"7709","TOTAL","F","SK",1971,2299504
"7710","TOTAL","F","SM",1971,NA
"7711","TOTAL","F","TR",1971,17585502
"7712","TOTAL","F","UA",1971,NA
"7713","TOTAL","F","UK",1971,28700700
"7714","TOTAL","F","XK",1971,NA
"7715","TOTAL","M","AD",1971,NA
"7716","TOTAL","M","AL",1971,NA
"7717","TOTAL","M","AM",1971,NA
"7718","TOTAL","M","AT",1971,3525203
"7719","TOTAL","M","AZ",1971,NA
"7720","TOTAL","M","BA",1971,NA
"7721","TOTAL","M","BE",1971,4721866
"7722","TOTAL","M","BG",1971,4256570
"7723","TOTAL","M","BY",1971,NA
"7724","TOTAL","M","CH",1971,3025330
"7725","TOTAL","M","CY",1971,304000
"7726","TOTAL","M","CZ",1971,4750499
"7727","TOTAL","M","DE",1971,29071621
"7728","TOTAL","M","DE_TOT",1971,36936886
"7729","TOTAL","M","DK",1971,2459814
"7730","TOTAL","M","EA18",1971,NA
"7731","TOTAL","M","EA19",1971,NA
"7732","TOTAL","M","EE",1971,626720
"7733","TOTAL","M","EEA30",1971,NA
"7734","TOTAL","M","EEA31",1971,NA
"7735","TOTAL","M","EFTA",1971,5073212
"7736","TOTAL","M","EL",1971,4304531
"7737","TOTAL","M","ES",1971,16642141
"7738","TOTAL","M","EU27",1971,NA
"7739","TOTAL","M","EU28",1971,NA
"7740","TOTAL","M","FI",1971,2219985
"7741","TOTAL","M","FR",1971,NA
"7742","TOTAL","M","FX",1971,24929367
"7743","TOTAL","M","GE",1971,NA
"7744","TOTAL","M","HR",1971,NA
"7745","TOTAL","M","HU",1971,5019472
"7746","TOTAL","M","IE",1971,1492300
"7747","TOTAL","M","IS",1971,103566
"7748","TOTAL","M","IT",1971,26390700
"7749","TOTAL","M","LI",1971,10616
"7750","TOTAL","M","LT",1971,1483801
"7751","TOTAL","M","LU",1971,166550
"7752","TOTAL","M","LV",1971,1081058
"7753","TOTAL","M","MC",1971,NA
"7754","TOTAL","M","MD",1971,NA
"7755","TOTAL","M","ME",1971,NA
"7756","TOTAL","M","MK",1971,NA
"7757","TOTAL","M","MT",1971,NA
"7758","TOTAL","M","NL",1971,6549696
"7759","TOTAL","M","NO",1971,1933700
"7760","TOTAL","M","PL",1971,NA
"7761","TOTAL","M","PT",1971,4109360
"7762","TOTAL","M","RO",1971,10000197
"7763","TOTAL","M","RS",1971,NA
"7764","TOTAL","M","RU",1971,NA
"7765","TOTAL","M","SE",1971,4035806
"7766","TOTAL","M","SI",1971,NA
"7767","TOTAL","M","SK",1971,2240386
"7768","TOTAL","M","SM",1971,NA
"7769","TOTAL","M","TR",1971,18121556
"7770","TOTAL","M","UA",1971,NA
"7771","TOTAL","M","UK",1971,27079400
"7772","TOTAL","M","XK",1971,NA
"7773","TOTAL","T","AD",1971,NA
"7774","TOTAL","T","AL",1971,2160345
"7775","TOTAL","T","AM",1971,NA
"7776","TOTAL","T","AT",1971,7479030
"7777","TOTAL","T","AZ",1971,NA
"7778","TOTAL","T","BA",1971,3731216
"7779","TOTAL","T","BE",1971,9650944
"7780","TOTAL","T","BG",1971,8514883
"7781","TOTAL","T","BY",1971,NA
"7782","TOTAL","T","CH",1971,6193054
"7783","TOTAL","T","CY",1971,616900
"7784","TOTAL","T","CZ",1971,9809667
"7785","TOTAL","T","DE",1971,61001164
"7786","TOTAL","T","DE_TOT",1971,78069482
"7787","TOTAL","T","DK",1971,4950598
"7788","TOTAL","T","EA18",1971,283639011
"7789","TOTAL","T","EA19",1971,NA
"7790","TOTAL","T","EE",1971,1368511
"7791","TOTAL","T","EEA30",1971,441423328
"7792","TOTAL","T","EEA31",1971,445844479
"7793","TOTAL","T","EFTA",1971,10307543
"7794","TOTAL","T","EL",1971,8805098
"7795","TOTAL","T","ES",1971,34041452
"7796","TOTAL","T","EU27",1971,437308839
"7797","TOTAL","T","EU28",1971,441729990
"7798","TOTAL","T","FI",1971,4598336
"7799","TOTAL","T","FR",1971,NA
"7800","TOTAL","T","FX",1971,51016234
"7801","TOTAL","T","GE",1971,NA
"7802","TOTAL","T","HR",1971,4421151
"7803","TOTAL","T","HU",1971,10353721
"7804","TOTAL","T","IE",1971,2971200
"7805","TOTAL","T","IS",1971,204834
"7806","TOTAL","T","IT",1971,53958400
"7807","TOTAL","T","LI",1971,21350
"7808","TOTAL","T","LT",1971,3160437
"7809","TOTAL","T","LU",1971,339841
"7810","TOTAL","T","LV",1971,2366424
"7811","TOTAL","T","MC",1971,NA
"7812","TOTAL","T","MD",1971,NA
"7813","TOTAL","T","ME",1971,NA
"7814","TOTAL","T","MK",1971,1641353
"7815","TOTAL","T","MT",1971,302800
"7816","TOTAL","T","NL",1971,13119430
"7817","TOTAL","T","NO",1971,3888305
"7818","TOTAL","T","PL",1971,32658000
"7819","TOTAL","T","PT",1971,8663252
"7820","TOTAL","T","RO",1971,20361192
"7821","TOTAL","T","RS",1971,NA
"7822","TOTAL","T","RU",1971,NA
"7823","TOTAL","T","SE",1971,8081230
"7824","TOTAL","T","SI",1971,1731787
"7825","TOTAL","T","SK",1971,4539890
"7826","TOTAL","T","SM",1971,NA
"7827","TOTAL","T","TR",1971,35707058
"7828","TOTAL","T","UA",1971,NA
"7829","TOTAL","T","UK",1971,55780100
"7830","TOTAL","T","XK",1971,NA
"7831","TOTAL","F","AD",1970,NA
"7832","TOTAL","F","AL",1970,NA
"7833","TOTAL","F","AM",1970,NA
"7834","TOTAL","F","AT",1970,3944298
"7835","TOTAL","F","AZ",1970,NA
"7836","TOTAL","F","BA",1970,NA
"7837","TOTAL","F","BE",1970,4930511
"7838","TOTAL","F","BG",1970,4232840
"7839","TOTAL","F","BY",1970,NA
"7840","TOTAL","F","CH",1970,3154705
"7841","TOTAL","F","CY",1970,310000
"7842","TOTAL","F","CZ",1970,5101807
"7843","TOTAL","F","DE",1970,32014629
"7844","TOTAL","F","DE_TOT",1970,41237560
"7845","TOTAL","F","DK",1970,2474425
"7846","TOTAL","F","EA18",1970,NA
"7847","TOTAL","F","EA19",1970,NA
"7848","TOTAL","F","EE",1970,733185
"7849","TOTAL","F","EEA30",1970,NA
"7850","TOTAL","F","EEA31",1970,NA
"7851","TOTAL","F","EFTA",1970,5207646
"7852","TOTAL","F","EL",1970,4496139
"7853","TOTAL","F","ES",1970,17173310
"7854","TOTAL","F","EU27",1970,NA
"7855","TOTAL","F","EU28",1970,NA
"7856","TOTAL","F","FI",1970,2384060
"7857","TOTAL","F","FR",1970,NA
"7858","TOTAL","F","FX",1970,25872696
"7859","TOTAL","F","GE",1970,NA
"7860","TOTAL","F","HR",1970,NA
"7861","TOTAL","F","HU",1970,5318448
"7862","TOTAL","F","IE",1970,1464400
"7863","TOTAL","F","IS",1970,100886
"7864","TOTAL","F","IT",1970,27425300
"7865","TOTAL","F","LI",1970,10871
"7866","TOTAL","F","LT",1970,1656091
"7867","TOTAL","F","LU",1970,172307
"7868","TOTAL","F","LV",1970,1278843
"7869","TOTAL","F","MC",1970,NA
"7870","TOTAL","F","MD",1970,NA
"7871","TOTAL","F","ME",1970,NA
"7872","TOTAL","F","MK",1970,NA
"7873","TOTAL","F","MT",1970,NA
"7874","TOTAL","F","NL",1970,6492540
"7875","TOTAL","F","NO",1970,1941184
"7876","TOTAL","F","PL",1970,16793500
"7877","TOTAL","F","PT",1970,4539570
"7878","TOTAL","F","RO",1970,10253668
"7879","TOTAL","F","RS",1970,NA
"7880","TOTAL","F","RU",1970,NA
"7881","TOTAL","F","SE",1970,4007802
"7882","TOTAL","F","SI",1970,894141
"7883","TOTAL","F","SK",1970,2295640
"7884","TOTAL","F","SM",1970,NA
"7885","TOTAL","F","TR",1970,17218115
"7886","TOTAL","F","UA",1970,NA
"7887","TOTAL","F","UK",1970,28596800
"7888","TOTAL","F","XK",1970,NA
"7889","TOTAL","M","AD",1970,NA
"7890","TOTAL","M","AL",1970,NA
"7891","TOTAL","M","AM",1970,NA
"7892","TOTAL","M","AT",1970,3510844
"7893","TOTAL","M","AZ",1970,NA
"7894","TOTAL","M","BA",1970,NA
"7895","TOTAL","M","BE",1970,4729643
"7896","TOTAL","M","BG",1970,4231424
"7897","TOTAL","M","BY",1970,NA
"7898","TOTAL","M","CH",1970,3013995
"7899","TOTAL","M","CY",1970,302000
"7900","TOTAL","M","CZ",1970,4804667
"7901","TOTAL","M","DE",1970,29179962
"7902","TOTAL","M","DE_TOT",1970,37031535
"7903","TOTAL","M","DK",1970,2432491
"7904","TOTAL","M","EA18",1970,NA
"7905","TOTAL","M","EA19",1970,NA
"7906","TOTAL","M","EE",1970,618455
"7907","TOTAL","M","EEA30",1970,NA
"7908","TOTAL","M","EEA31",1970,NA
"7909","TOTAL","M","EFTA",1970,5049247
"7910","TOTAL","M","EL",1970,4284375
"7911","TOTAL","M","ES",1970,16414300
"7912","TOTAL","M","EU27",1970,NA
"7913","TOTAL","M","EU28",1970,NA
"7914","TOTAL","M","FI",1970,2230217
"7915","TOTAL","M","FR",1970,NA
"7916","TOTAL","M","FX",1970,24655523
"7917","TOTAL","M","GE",1970,NA
"7918","TOTAL","M","HR",1970,NA
"7919","TOTAL","M","HU",1970,5003651
"7920","TOTAL","M","IE",1970,1478900
"7921","TOTAL","M","IS",1970,103156
"7922","TOTAL","M","IT",1970,26260000
"7923","TOTAL","M","LI",1970,10059
"7924","TOTAL","M","LT",1970,1462850
"7925","TOTAL","M","LU",1970,166200
"7926","TOTAL","M","LV",1970,1073060
"7927","TOTAL","M","MC",1970,NA
"7928","TOTAL","M","MD",1970,NA
"7929","TOTAL","M","ME",1970,NA
"7930","TOTAL","M","MK",1970,NA
"7931","TOTAL","M","MT",1970,NA
"7932","TOTAL","M","NL",1970,6465081
"7933","TOTAL","M","NO",1970,1922037
"7934","TOTAL","M","PL",1970,15877100
"7935","TOTAL","M","PT",1970,4158040
"7936","TOTAL","M","RO",1970,9885935
"7937","TOTAL","M","RS",1970,NA
"7938","TOTAL","M","RU",1970,NA
"7939","TOTAL","M","SE",1970,3996569
"7940","TOTAL","M","SI",1970,823854
"7941","TOTAL","M","SK",1970,2240915
"7942","TOTAL","M","SM",1970,NA
"7943","TOTAL","M","TR",1970,17662496
"7944","TOTAL","M","UA",1970,NA
"7945","TOTAL","M","UK",1970,26949600
"7946","TOTAL","M","XK",1970,NA
"7947","TOTAL","T","AD",1970,NA
"7948","TOTAL","T","AL",1970,2110612
"7949","TOTAL","T","AM",1970,NA
"7950","TOTAL","T","AT",1970,7455142
"7951","TOTAL","T","AZ",1970,NA
"7952","TOTAL","T","BA",1970,3685694
"7953","TOTAL","T","BE",1970,9660154
"7954","TOTAL","T","BG",1970,8464264
"7955","TOTAL","T","BY",1970,NA
"7956","TOTAL","T","CH",1970,6168700
"7957","TOTAL","T","CY",1970,612000
"7958","TOTAL","T","CZ",1970,9906474
"7959","TOTAL","T","DE",1970,61194591
"7960","TOTAL","T","DE_TOT",1970,78269095
"7961","TOTAL","T","DK",1970,4906916
"7962","TOTAL","T","EA18",1970,282389935
"7963","TOTAL","T","EA19",1970,NA
"7964","TOTAL","T","EE",1970,1351640
"7965","TOTAL","T","EEA30",1970,439557796
"7966","TOTAL","T","EEA31",1970,443961148
"7967","TOTAL","T","EFTA",1970,10256893
"7968","TOTAL","T","EL",1970,8780514
"7969","TOTAL","T","ES",1970,33587610
"7970","TOTAL","T","EU27",1970,435469603
"7971","TOTAL","T","EU28",1970,439872955
"7972","TOTAL","T","FI",1970,4614277
"7973","TOTAL","T","FR",1970,NA
"7974","TOTAL","T","FX",1970,50528219
"7975","TOTAL","T","GE",1970,NA
"7976","TOTAL","T","HR",1970,4403352
"7977","TOTAL","T","HU",1970,10322099
"7978","TOTAL","T","IE",1970,2943300
"7979","TOTAL","T","IS",1970,204042
"7980","TOTAL","T","IT",1970,53685300
"7981","TOTAL","T","LI",1970,20930
"7982","TOTAL","T","LT",1970,3118941
"7983","TOTAL","T","LU",1970,338500
"7984","TOTAL","T","LV",1970,2351903
"7985","TOTAL","T","MC",1970,NA
"7986","TOTAL","T","MD",1970,NA
"7987","TOTAL","T","ME",1970,NA
"7988","TOTAL","T","MK",1970,1616769
"7989","TOTAL","T","MT",1970,302500
"7990","TOTAL","T","NL",1970,12957621
"7991","TOTAL","T","NO",1970,3863221
"7992","TOTAL","T","PL",1970,32670600
"7993","TOTAL","T","PT",1970,8697610
"7994","TOTAL","T","RO",1970,20139603
"7995","TOTAL","T","RS",1970,NA
"7996","TOTAL","T","RU",1970,NA
"7997","TOTAL","T","SE",1970,8004371
"7998","TOTAL","T","SI",1970,1717995
"7999","TOTAL","T","SK",1970,4536555
"8000","TOTAL","T","SM",1970,NA
"8001","TOTAL","T","TR",1970,34880611
"8002","TOTAL","T","UA",1970,NA
"8003","TOTAL","T","UK",1970,55546400
"8004","TOTAL","T","XK",1970,NA
"8005","TOTAL","F","AD",1969,NA
"8006","TOTAL","F","AL",1969,NA
"8007","TOTAL","F","AM",1969,NA
"8008","TOTAL","F","AT",1969,3932691
"8009","TOTAL","F","AZ",1969,NA
"8010","TOTAL","F","BA",1969,NA
"8011","TOTAL","F","BE",1969,4914120
"8012","TOTAL","F","BG",1969,4201969
"8013","TOTAL","F","BY",1969,NA
"8014","TOTAL","F","CH",1969,3123083
"8015","TOTAL","F","CY",1969,307900
"8016","TOTAL","F","CZ",1969,5090506
"8017","TOTAL","F","DE",1969,31746795
"8018","TOTAL","F","DE_TOT",1969,40990528
"8019","TOTAL","F","DK",1969,2460720
"8020","TOTAL","F","EA18",1969,NA
"8021","TOTAL","F","EA19",1969,NA
"8022","TOTAL","F","EE",1969,727568
"8023","TOTAL","F","EEA30",1969,NA
"8024","TOTAL","F","EEA31",1969,NA
"8025","TOTAL","F","EFTA",1969,5158911
"8026","TOTAL","F","EL",1969,4504043
"8027","TOTAL","F","ES",1969,17029108
"8028","TOTAL","F","EU27",1969,NA
"8029","TOTAL","F","EU28",1969,NA
"8030","TOTAL","F","FI",1969,2393611
"8031","TOTAL","F","FR",1969,NA
"8032","TOTAL","F","FX",1969,25690133
"8033","TOTAL","F","GE",1969,NA
"8034","TOTAL","F","HR",1969,NA
"8035","TOTAL","F","HU",1969,5305610
"8036","TOTAL","F","IE",1969,1453600
"8037","TOTAL","F","IS",1969,100180
"8038","TOTAL","F","IT",1969,27268300
"8039","TOTAL","F","LI",1969,10592
"8040","TOTAL","F","LT",1969,NA
"8041","TOTAL","F","LU",1969,171500
"8042","TOTAL","F","LV",1969,NA
"8043","TOTAL","F","MC",1969,NA
"8044","TOTAL","F","MD",1969,NA
"8045","TOTAL","F","ME",1969,NA
"8046","TOTAL","F","MK",1969,NA
"8047","TOTAL","F","MT",1969,NA
"8048","TOTAL","F","NL",1969,6415386
"8049","TOTAL","F","NO",1969,1925056
"8050","TOTAL","F","PL",1969,NA
"8051","TOTAL","F","PT",1969,4593720
"8052","TOTAL","F","RO",1969,10127043
"8053","TOTAL","F","RS",1969,NA
"8054","TOTAL","F","RU",1969,NA
"8055","TOTAL","F","SE",1969,3972328
"8056","TOTAL","F","SI",1969,NA
"8057","TOTAL","F","SK",1969,2276292
"8058","TOTAL","F","SM",1969,NA
"8059","TOTAL","F","TR",1969,16748489
"8060","TOTAL","F","UA",1969,NA
"8061","TOTAL","F","UK",1969,28491100
"8062","TOTAL","F","XK",1969,NA
"8063","TOTAL","M","AD",1969,NA
"8064","TOTAL","M","AL",1969,NA
"8065","TOTAL","M","AM",1969,NA
"8066","TOTAL","M","AT",1969,3494277
"8067","TOTAL","M","AZ",1969,NA
"8068","TOTAL","M","BA",1969,NA
"8069","TOTAL","M","BE",1969,4717790
"8070","TOTAL","M","BG",1969,4202111
"8071","TOTAL","M","BY",1969,NA
"8072","TOTAL","M","CH",1969,2980991
"8073","TOTAL","M","CY",1969,298900
"8074","TOTAL","M","CZ",1969,4796180
"8075","TOTAL","M","DE",1969,28716238
"8076","TOTAL","M","DE_TOT",1969,36559741
"8077","TOTAL","M","DK",1969,2416083
"8078","TOTAL","M","EA18",1969,NA
"8079","TOTAL","M","EA19",1969,NA
"8080","TOTAL","M","EE",1969,611290
"8081","TOTAL","M","EEA30",1969,NA
"8082","TOTAL","M","EEA31",1969,NA
"8083","TOTAL","M","EFTA",1969,5001287
"8084","TOTAL","M","EL",1969,4260971
"8085","TOTAL","M","ES",1969,16265389
"8086","TOTAL","M","EU27",1969,NA
"8087","TOTAL","M","EU28",1969,NA
"8088","TOTAL","M","FI",1969,2239681
"8089","TOTAL","M","FR",1969,NA
"8090","TOTAL","M","FX",1969,24417602
"8091","TOTAL","M","GE",1969,NA
"8092","TOTAL","M","HR",1969,NA
"8093","TOTAL","M","HU",1969,4969737
"8094","TOTAL","M","IE",1969,1468400
"8095","TOTAL","M","IS",1969,102515
"8096","TOTAL","M","IT",1969,26122300
"8097","TOTAL","M","LI",1969,10645
"8098","TOTAL","M","LT",1969,NA
"8099","TOTAL","M","LU",1969,165000
"8100","TOTAL","M","LV",1969,NA
"8101","TOTAL","M","MC",1969,NA
"8102","TOTAL","M","MD",1969,NA
"8103","TOTAL","M","ME",1969,NA
"8104","TOTAL","M","MK",1969,NA
"8105","TOTAL","M","MT",1969,NA
"8106","TOTAL","M","NL",1969,6382960
"8107","TOTAL","M","NO",1969,1907136
"8108","TOTAL","M","PL",1969,NA
"8109","TOTAL","M","PT",1969,4224080
"8110","TOTAL","M","RO",1969,9751635
"8111","TOTAL","M","RS",1969,NA
"8112","TOTAL","M","RU",1969,NA
"8113","TOTAL","M","SE",1969,3959444
"8114","TOTAL","M","SI",1969,NA
"8115","TOTAL","M","SK",1969,2224367
"8116","TOTAL","M","SM",1969,NA
"8117","TOTAL","M","TR",1969,17213386
"8118","TOTAL","M","UA",1969,NA
"8119","TOTAL","M","UK",1969,26846000
"8120","TOTAL","M","XK",1969,NA
"8121","TOTAL","T","AD",1969,NA
"8122","TOTAL","T","AL",1969,2052778
"8123","TOTAL","T","AM",1969,NA
"8124","TOTAL","T","AT",1969,7426968
"8125","TOTAL","T","AZ",1969,NA
"8126","TOTAL","T","BA",1969,3734546
"8127","TOTAL","T","BE",1969,9631910
"8128","TOTAL","T","BG",1969,8404080
"8129","TOTAL","T","BY",1969,NA
"8130","TOTAL","T","CH",1969,6104074
"8131","TOTAL","T","CY",1969,606800
"8132","TOTAL","T","CZ",1969,9886686
"8133","TOTAL","T","DE",1969,60463033
"8134","TOTAL","T","DE_TOT",1969,77550269
"8135","TOTAL","T","DK",1969,4876803
"8136","TOTAL","T","EA18",1969,NA
"8137","TOTAL","T","EA19",1969,NA
"8138","TOTAL","T","EE",1969,1338858
"8139","TOTAL","T","EEA30",1969,NA
"8140","TOTAL","T","EEA31",1969,NA
"8141","TOTAL","T","EFTA",1969,10160198
"8142","TOTAL","T","EL",1969,8765014
"8143","TOTAL","T","ES",1969,33294497
"8144","TOTAL","T","EU27",1969,NA
"8145","TOTAL","T","EU28",1969,NA
"8146","TOTAL","T","FI",1969,4633292
"8147","TOTAL","T","FR",1969,NA
"8148","TOTAL","T","FX",1969,50107735
"8149","TOTAL","T","GE",1969,NA
"8150","TOTAL","T","HR",1969,4379627
"8151","TOTAL","T","HU",1969,10275347
"8152","TOTAL","T","IE",1969,2922000
"8153","TOTAL","T","IS",1969,202695
"8154","TOTAL","T","IT",1969,53390600
"8155","TOTAL","T","LI",1969,21237
"8156","TOTAL","T","LT",1969,3095700
"8157","TOTAL","T","LU",1969,336500
"8158","TOTAL","T","LV",1969,2334443
"8159","TOTAL","T","MC",1969,NA
"8160","TOTAL","T","MD",1969,NA
"8161","TOTAL","T","ME",1969,NA
"8162","TOTAL","T","MK",1969,1589217
"8163","TOTAL","T","MT",1969,NA
"8164","TOTAL","T","NL",1969,12798346
"8165","TOTAL","T","NO",1969,3832192
"8166","TOTAL","T","PL",1969,32426000
"8167","TOTAL","T","PT",1969,8817800
"8168","TOTAL","T","RO",1969,19878678
"8169","TOTAL","T","RS",1969,NA
"8170","TOTAL","T","RU",1969,NA
"8171","TOTAL","T","SE",1969,7931772
"8172","TOTAL","T","SI",1969,1709752
"8173","TOTAL","T","SK",1969,4500659
"8174","TOTAL","T","SM",1969,NA
"8175","TOTAL","T","TR",1969,33961875
"8176","TOTAL","T","UA",1969,NA
"8177","TOTAL","T","UK",1969,55337100
"8178","TOTAL","T","XK",1969,NA
"8179","TOTAL","F","AD",1968,NA
"8180","TOTAL","F","AL",1968,NA
"8181","TOTAL","F","AM",1968,NA
"8182","TOTAL","F","AT",1968,3922359
"8183","TOTAL","F","AZ",1968,NA
"8184","TOTAL","F","BA",1968,NA
"8185","TOTAL","F","BE",1968,4897385
"8186","TOTAL","F","BG",1968,4167280
"8187","TOTAL","F","BY",1968,NA
"8188","TOTAL","F","CH",1968,3087845
"8189","TOTAL","F","CY",1968,305900
"8190","TOTAL","F","CZ",1968,5079721
"8191","TOTAL","F","DE",1968,31529981
"8192","TOTAL","F","DE_TOT",1968,40789960
